Treatment,target,botton_score,max,min,range,mean,std,median,non_zero_per_row
UTC,1.0,0.1139,9.83,5.84,3.99,8.43,1.6208,8.99,5
UTC,1.0,0.1234,11.41,8.54,2.87,10.09,1.0579,10.13,5
UTC,0.75,0.2281,9.92,6.88,3.04,8.1375,1.2838,7.875,4
UTC,0.83,1.0283,7.11,3.51,3.6,5.0717,1.2435,5.01,6
UTC,1.0,0.0656,9.95,8.0,1.95,9.18,0.8389,9.385,4
UTC,0.67,0.3349,10.33,4.53,5.8,7.92,2.2607,8.275,6
UTC,0.8,0.9954,7.07,3.56,3.51,5.116,1.4789,5.51,5
UTC,0.83,0.0986,5.45,3.38,2.07,4.7917,0.7558,4.945,6
UTC,1.0,0.0257,8.72,4.69,4.03,6.516,2.0442,5.76,5
UTC,0.67,0.6152,10.34,4.34,6.0,7.7567,1.9674,8.185,6
UTC,0.4,0.2409,10.6,5.92,4.68,8.564,1.9334,8.99,5
UTC,0.75,0.6735,8.09,3.43,4.66,5.94,2.121,6.12,4
UTC,0.5,0.1374,8.92,4.3,4.62,7.625,2.221,8.64,4
UTC,1.0,0.664,4.24,2.25,1.99,3.575,0.6827,3.72,6
UTC,1.0,0.41,6.49,4.35,2.14,5.4475,0.8833,5.475,4
UTC,0.83,0.7541,8.67,3.7,4.97,5.6183,2.1663,4.7,6
UTC,1.0,0.5234,4.05,2.94,1.11,3.382,0.4169,3.31,5
UTC,1.0,0.4529,4.7,3.44,1.26,3.974,0.5114,4.05,5
UTC,1.0,0.1715,7.13,3.31,3.82,5.06,1.8965,4.5,5
UTC,0.75,0.1764,5.25,4.31,0.94,4.6525,0.4379,4.525,4
UTC,1.0,0.3207,5.45,3.86,1.59,4.7333,0.8065,4.89,3
UTC,1.0,0.2616,4.55,3.52,1.03,4.06,0.3831,4.08,5
UTC,1.0,0.9022,5.14,2.92,2.22,3.9475,0.9139,3.865,4
UTC,1.0,0.2774,4.44,3.28,1.16,3.925,0.4255,4.03,6
UTC,0.67,0.9667,6.1,2.74,3.36,4.2133,1.7177,3.8,3
UTC,0.6,0.2976,8.41,4.33,4.08,7.116,1.613,7.7,5
UTC,0.6,0.2928,8.7,6.11,2.59,7.204,0.9778,7.14,5
UTC,0.5,0.5841,10.27,5.19,5.08,7.64,2.0784,7.55,4
UTC,0.5,0.0593,8.33,3.44,4.89,6.8083,1.7928,7.13,6
UTC,0.0,0.2128,9.38,7.82,1.56,8.6,1.1031,8.6,2
UTC,0.67,0.4779,9.75,4.08,5.67,6.3267,3.0126,5.15,3
UTC,0.75,0.5454,9.49,3.61,5.88,7.51,2.6442,8.47,4
UTC,1.0,0.0893,8.89,4.79,4.1,6.594,2.0641,5.53,5
UTC,0.5,0.0486,8.6,5.4,3.2,7.63,1.5081,8.26,4
UTC,0.75,0.1123,8.46,4.34,4.12,6.8825,1.9293,7.365,4
UTC,1.0,0.802,6.28,3.22,3.06,4.7733,0.979,4.805,6
UTC,0.8,0.2746,9.97,4.22,5.75,7.446,2.5874,8.26,5
UTC,0.75,0.8674,7.19,3.34,3.85,5.5575,1.6077,5.85,4
UTC,0.5,0.0719,10.88,8.83,2.05,9.99,0.8525,10.125,4
UTC,0.75,0.0051,8.85,5.63,3.22,7.5375,1.5873,7.835,4
UTC,1.0,1.1487,7.64,3.32,4.32,5.2433,1.6388,5.17,6
UTC,0.6,0.6429,9.2,3.34,5.86,7.158,2.2603,8.03,5
UTC,1.0,0.6893,8.77,4.51,4.26,5.945,1.9811,5.25,4
UTC,0.8,1.3676,8.55,3.46,5.09,5.354,2.0842,4.46,5
UTC,0.8,0.9567,6.62,3.58,3.04,4.792,1.2769,4.16,5
UTC,1.0,0.5432,4.35,2.9,1.45,3.358,0.5709,3.17,5
UTC,0.83,0.2913,7.51,3.26,4.25,5.0217,1.9015,4.165,6
UTC,0.8,1.0005,9.19,4.12,5.07,5.476,2.1668,4.34,5
UTC,0.8,0.6566,7.88,4.42,3.46,5.724,1.3027,5.38,5
UTC,0.6,0.4162,7.88,5.03,2.85,6.4564,1.1053,6.74,5
UTC,0.83,1.119,9.48,3.43,6.05,6.1867,2.1388,5.705,6
UTC,0.83,1.1574,10.86,3.97,6.89,6.505,2.7734,5.295,6
UTC,0.83,0.4392,6.31,3.62,2.69,5.2467,0.9118,5.36,6
UTC,1.0,0.2452,7.97,4.64,3.33,6.7133,1.176,6.9,6
UTC,0.8,0.3667,8.65,5.83,2.82,7.022,1.1897,7.24,5
UTC,0.8,0.6154,8.45,4.02,4.43,6.696,1.6368,7.05,5
UTC,1.0,1.1625,6.06,2.75,3.31,4.442,1.2643,4.56,5
UTC,0.83,1.2417,9.94,2.12,7.82,6.1717,2.9641,6.24,6
UTC,0.8,0.7726,8.44,3.39,5.05,5.342,2.511,3.71,5
UTC,0.8,0.1967,8.46,5.52,2.94,7.358,1.1191,7.41,5
UTC,0.25,0.0693,11.48,9.42,2.06,10.4625,0.8546,10.475,4
UTC,0.67,0.0001,6.9,6.84,0.06,6.8767,0.0321,6.89,3
UTC,0.8,0.3141,6.23,3.54,2.69,5.258,1.0744,5.66,5
UTC,0.67,0.1093,7.37,3.31,4.06,5.7067,1.8956,6.48,6
UTC,0.8,0.4646,7.13,4.71,2.42,5.76,0.9774,6.0,5
UTC,0.8,0.2772,10.35,6.3,4.05,8.038,1.8755,7.39,5
UTC,0.8,0.5872,9.23,4.13,5.1,7.062,1.9506,7.42,5
UTC,0.75,0.789,8.09,4.11,3.98,5.8175,1.9315,5.535,4
UTC,0.5,0.0979,10.12,4.24,5.88,8.055,2.7344,8.93,4
UTC,1.0,0.2769,10.39,2.86,7.53,7.498,3.586,9.85,5
UTC,0.5,0.2044,10.79,6.96,3.83,9.145,1.6598,9.415,4
UTC,0.6,0.8115,10.81,4.02,6.79,7.454,3.0211,8.83,5
UTC,0.25,0.1189,10.43,8.09,2.34,9.065,0.9881,8.87,4
UTC,0.5,0.0683,10.55,7.55,3.0,9.5117,1.0531,9.675,6
UTC,0.6,0.0542,10.88,9.24,1.64,9.848,0.6249,9.77,5
UTC,0.4,0.3375,8.94,4.25,4.69,7.348,1.8221,7.62,5
UTC,0.5,0.0111,7.33,3.83,3.5,5.8883,1.5907,6.29,6
UTC,0.6,0.1193,12.15,9.6,2.55,10.516,1.0419,10.26,5
UTC,0.4,0.5069,11.55,4.57,6.98,9.048,2.643,9.78,5
UTC,1.0,0.0664,10.03,6.64,3.39,8.3767,1.4778,8.51,6
UTC,0.5,0.7813,11.47,4.48,6.99,7.9825,2.9917,7.99,4
UTC,0.67,1.1428,9.09,3.44,5.65,6.0283,2.1316,6.22,6
UTC,0.4,0.1449,9.38,4.44,4.94,7.866,1.9898,8.2,5
UTC,0.8,0.1037,6.29,3.86,2.43,5.566,0.9891,5.88,5
UTC,0.4,0.0104,6.66,6.01,0.65,6.362,0.2797,6.34,5
UTC,0.83,0.9304,8.31,3.76,4.55,5.8167,1.6242,6.135,6
UTC,0.5,0.295,8.93,4.1,4.83,7.4783,1.7369,8.085,6
UTC,0.0,0.0535,9.85,8.33,1.52,9.0567,0.7622,8.99,3
UTC,0.5,0.1819,10.91,8.1,2.81,9.1725,1.3522,8.84,4
UTC,0.0,0.0527,13.04,10.06,2.98,11.23,1.5897,10.59,3
UTC,0.4,0.0353,11.26,9.85,1.41,10.314,0.5516,10.11,5
UTC,0.4,0.1799,15.14,10.5,4.64,12.524,1.7544,12.09,5
UTC,0.5,0.044,12.92,9.9,3.02,11.4167,1.1842,11.25,6
UTC,0.6,0.0082,12.62,10.12,2.5,11.356,1.1653,10.91,5
UTC,0.5,0.6681,8.76,4.83,3.93,6.5283,1.4229,6.44,6
UTC,0.5,0.0855,11.21,8.18,3.03,9.68,1.5556,9.665,4
UTC,0.6,0.1136,13.65,8.49,5.16,11.194,2.1688,10.59,5
UTC,0.5,0.2294,8.33,5.22,3.11,6.9133,1.1891,6.905,6
UTC,0.25,0.0634,13.94,11.1,2.84,12.0675,1.2849,11.615,4
UTC,0.5,0.0624,9.62,5.83,3.79,8.2733,1.51,8.82,6
UTC,0.4,0.0658,15.19,8.7,6.49,12.596,2.9076,13.88,5
UTC,0.5,0.1586,14.45,9.9,4.55,11.7575,1.9241,11.34,4
UTC,0.4,0.2686,11.73,7.54,4.19,9.628,1.5671,9.44,5
UTC,0.25,0.1543,13.43,9.74,3.69,11.0075,1.7283,10.43,4
UTC,0.4,0.1628,12.82,9.64,3.18,10.736,1.3056,10.06,5
UTC,0.4,0.6608,14.27,5.35,8.92,9.956,3.2522,9.48,5
UTC,0.5,0.0722,12.64,9.78,2.86,11.55,1.2328,11.89,4
UTC,0.8,0.1232,13.36,4.58,8.78,10.704,3.5634,11.6,5
UTC,0.25,0.0627,13.43,10.9,2.53,12.05,1.2186,11.935,4
UTC,0.2,0.1967,14.34,10.03,4.31,11.752,1.6928,11.08,5
UTC,0.2,0.0341,12.96,11.12,1.84,12.132,0.7076,12.4,5
UTC,0.5,0.7501,11.7,5.49,6.21,8.0167,2.3476,7.915,6
UTC,1.0,0.4271,13.24,7.21,6.03,9.935,2.2534,10.39,6
UTC,0.5,0.4576,13.15,7.12,6.03,9.3375,2.7856,8.54,4
UTC,0.5,0.706,10.43,4.81,5.62,7.425,1.9518,7.715,6
UTC,0.4,0.1612,12.57,7.86,4.71,10.532,1.9743,11.23,5
UTC,0.5,0.0899,13.24,9.51,3.73,11.56,1.699,11.745,4
UTC,0.2,0.0652,14.08,11.71,2.37,12.498,0.978,12.27,5
UTC,0.83,0.0701,13.59,11.26,2.33,12.1533,0.9001,11.965,6
UTC,0.2,0.1172,13.06,9.39,3.67,11.326,1.4146,10.98,5
UTC,0.83,0.5698,12.6,6.33,6.27,9.0133,2.1109,8.46,6
UTC,0.5,0.2417,9.47,4.91,4.56,7.93,1.5876,8.155,6
UTC,0.6,0.3296,14.62,8.6,6.02,11.068,2.2346,10.33,5
UTC,0.4,0.1456,14.28,10.53,3.75,12.07,1.524,11.59,5
UTC,0.6,0.6595,12.66,5.41,7.25,8.116,2.7275,7.5,5
UTC,0.5,0.3202,9.86,6.35,3.51,8.0583,1.1726,8.02,6
UTC,0.5,0.0579,9.16,5.21,3.95,8.1033,1.4715,8.525,6
UTC,0.5,0.2825,14.18,8.2,5.98,10.5675,2.5522,9.945,4
UTC,1.0,0.0307,12.03,10.54,1.49,11.145,0.6332,11.005,4
UTC,0.25,0.014,10.83,9.21,1.62,10.325,0.7521,10.63,4
UTC,0.4,0.1047,11.39,6.88,4.51,10.136,1.8427,10.81,5
UTC,0.4,0.0033,13.23,10.21,3.02,11.898,1.344,11.88,5
UTC,0.6,0.1641,14.6,10.18,4.42,11.49,1.8095,10.93,5
UTC,0.67,0.008,13.32,12.02,1.3,12.5167,0.7022,12.21,3
UTC,0.25,0.0158,10.67,9.79,0.88,10.0975,0.3998,9.965,4
UTC,0.25,0.0798,12.0,9.11,2.89,10.105,1.29,9.655,4
UTC,0.4,0.2101,12.17,8.47,3.7,10.152,1.4604,10.54,5
UTC,0.83,0.8507,9.88,5.3,4.58,6.745,1.8151,5.975,6
UTC,0.2,0.5778,13.48,5.96,7.52,9.72,2.6875,9.43,5
UTC,0.5,0.3231,9.65,5.69,3.96,7.9167,1.3385,8.005,6
UTC,0.5,0.279,7.12,3.15,3.97,6.1267,1.4785,6.68,6
UTC,0.5,0.2666,10.18,6.2,3.98,8.56,1.7042,8.93,4
UTC,1.0,0.2597,12.72,8.44,4.28,10.128,1.6267,9.84,5
UTC,0.5,0.1271,7.8,3.19,4.61,6.1217,1.8647,6.42,6
UTC,0.5,1.1878,10.78,3.14,7.64,6.4033,2.9172,5.485,6
UTC,0.5,0.3151,9.6,6.12,3.48,7.7667,1.2704,7.57,6
UTC,0.67,0.4413,8.74,5.78,2.96,6.88,1.106,6.635,6
UTC,0.4,0.1232,6.64,2.75,3.89,5.416,1.5945,5.91,5
UTC,0.4,0.2903,14.71,9.01,5.7,11.552,2.1533,11.0,5
UTC,0.67,0.3306,8.06,5.46,2.6,6.7017,0.9115,6.72,6
UTC,0.5,1.1915,7.62,3.47,4.15,5.18,1.5594,5.025,6
UTC,0.75,0.1833,13.82,9.02,4.8,10.62,2.1909,9.82,4
UTC,0.75,0.328,8.23,5.52,2.71,6.4675,1.2321,6.06,4
UTC,0.6,0.1529,13.52,9.59,3.93,10.788,1.5752,10.15,5
UTC,0.6,0.2751,14.34,8.86,5.48,10.702,2.147,10.06,5
UTC,0.75,0.0294,12.13,10.31,1.82,11.2225,0.8922,11.225,4
UTC,0.5,0.1098,15.39,11.36,4.03,13.4075,1.6546,13.44,4
UTC,0.25,0.1252,10.65,8.2,2.45,9.2975,1.1614,9.17,4
UTC,0.83,0.3748,11.55,3.78,7.77,8.28,3.3338,9.425,6
UTC,0.5,0.1,13.58,9.68,3.9,10.84,1.8502,10.05,4
UTC,0.25,0.0457,13.75,11.01,2.74,11.8425,1.2863,11.305,4
UTC,0.6,0.1111,13.3,10.18,3.12,11.644,1.1557,11.7,5
UTC,0.6,0.6214,12.92,6.16,6.76,9.074,2.6354,8.71,5
UTC,0.8,0.0075,10.72,8.78,1.94,10.206,0.8088,10.47,5
UTC,0.5,0.4086,13.6,6.56,7.04,10.7275,2.9697,11.375,4
UTC,0.5,0.1912,11.75,7.93,3.82,9.9775,1.6364,10.115,4
UTC,0.4,0.104,7.78,6.21,1.57,7.138,0.5741,7.2,5
UTC,0.8,0.7329,8.61,3.87,4.74,6.168,1.9191,5.6,5
UTC,1.0,0.0054,6.78,5.03,1.75,6.2867,0.6487,6.415,6
UTC,0.33,0.4633,10.95,5.74,5.21,8.4,2.6067,8.51,3
UTC,0.83,0.4418,15.72,7.75,7.97,10.3133,2.8554,9.78,6
UTC,0.5,0.2539,12.7,7.91,4.79,10.4025,2.0474,10.5,4
UTC,0.5,0.5004,11.3,5.35,5.95,8.4483,2.1202,8.4,6
UTC,0.5,0.3582,9.33,4.92,4.41,7.65,1.9217,8.175,4
UTC,0.4,0.1078,12.54,9.31,3.23,10.892,1.4389,11.24,5
UTC,0.4,0.0974,12.71,9.82,2.89,10.782,1.1219,10.37,5
UTC,0.33,0.0184,11.74,10.12,1.62,11.12,0.8743,11.5,3
UTC,0.4,0.13,13.2,9.39,3.81,10.518,1.532,9.96,5
UTC,0.4,0.2029,12.82,9.09,3.73,10.61,1.5212,10.41,5
UTC,0.75,0.0403,9.15,8.0,1.15,8.43,0.5033,8.285,4
UTC,0.25,0.3636,14.51,6.1,8.41,11.51,3.7051,12.715,4
UTC,1.0,0.4261,9.41,4.15,5.26,7.49,1.814,7.76,6
UTC,0.6,0.4435,8.2,4.36,3.84,6.764,1.4411,7.05,5
UTC,0.5,0.1109,9.67,6.98,2.69,7.8225,1.2438,7.32,4
UTC,0.67,0.0889,7.22,5.64,1.58,6.4783,0.6832,6.65,6
UTC,1.0,0.1379,12.05,8.44,3.61,10.505,1.5473,10.765,4
UTC,0.33,0.153,9.39,6.23,3.16,8.1633,1.1115,8.36,6
UTC,0.2,0.2138,8.25,5.94,2.31,7.044,0.939,6.9,5
UTC,0.5,0.1091,12.98,9.81,3.17,10.9475,1.4149,10.5,4
UTC,0.5,0.195,13.53,9.89,3.64,11.1433,1.3614,10.545,6
UTC,0.8,0.0479,13.4,9.16,4.24,11.72,1.8274,12.39,5
UTC,0.33,0.2032,12.12,7.7,4.42,10.22,2.2743,10.84,3
UTC,0.25,0.1217,12.78,9.21,3.57,10.495,1.5721,9.995,4
UTC,0.8,0.2225,14.41,9.44,4.97,11.582,1.8095,11.2,5
UTC,0.33,0.1081,8.31,4.77,3.54,6.835,1.464,7.21,6
UTC,0.25,0.0588,12.8,6.75,6.05,10.6175,2.813,11.46,4
UTC,0.2,0.2942,15.17,9.66,5.51,11.64,2.3269,10.5,5
UTC,0.4,0.4231,11.74,6.15,5.59,9.286,2.0519,9.86,5
UTC,0.2,0.2359,15.27,9.17,6.1,12.26,2.4042,12.45,5
UTC,0.5,0.0123,13.21,10.4,2.81,11.89,1.4831,11.975,4
UTC,0.5,0.094,9.28,6.0,3.28,6.88,1.6027,6.12,4
UTC,0.5,0.0644,13.45,10.6,2.85,12.2075,1.2184,12.39,4
UTC,0.5,0.2987,14.91,8.19,6.72,11.3125,3.2663,11.075,4
UTC,0.75,0.0014,10.5,10.1,0.4,10.3325,0.1846,10.365,4
UTC,0.0,0.0387,14.95,12.34,2.61,13.4733,1.3384,13.13,3
UTC,0.5,0.1151,11.76,7.07,4.69,9.6517,1.791,9.45,6
UTC,1.0,0.152,13.6,10.06,3.54,11.414,1.4248,11.44,5
UTC,0.2,0.1504,15.33,10.64,4.69,12.838,1.9362,12.89,5
UTC,0.5,0.1056,13.37,10.27,3.1,11.38,1.4082,10.94,4
UTC,0.5,0.0472,13.81,11.6,2.21,12.5575,1.0859,12.41,4
UTC,0.5,0.1667,14.0,9.97,4.03,11.675,1.8165,11.365,4
UTC,0.25,0.0368,22.06,17.17,4.89,19.845,2.1969,20.075,4
UTC,0.25,0.0002,18.42,17.03,1.39,17.935,0.6539,18.145,4
UTC,0.0,0.0015,20.46,19.02,1.44,19.5367,0.8015,19.13,3
UTC,0.0,0.005,21.22,19.76,1.46,20.4867,0.73,20.48,3
UTC,0.0,0.015,22.25,19.49,2.76,20.7867,1.3875,20.62,3
UTC,1.0,0.0443,20.43,18.89,1.54,19.66,1.0889,19.66,2
UTC,0.25,0.0163,20.12,17.69,2.43,19.0075,1.0151,19.11,4
UTC,1.0,0.0136,19.49,16.0,3.49,18.25,1.5781,18.755,4
UTC,0.25,0.0899,22.09,16.38,5.71,18.59,2.7569,17.945,4
UTC,0.0,0.0474,21.53,17.33,4.2,19.18,1.935,18.93,4
UTC,0.0,0.0805,21.59,15.82,5.77,18.605,2.3594,18.505,4
UTC,0.4,0.0098,21.24,18.71,2.53,20.256,0.9598,20.32,5
UTC,0.0,0.0013,21.03,20.16,0.87,20.67,0.454,20.82,3
UTC,0.0,0.0006,23.7,22.82,0.88,23.075,0.4183,22.89,4
UTC,1.0,0.0038,24.21,17.5,6.71,21.9433,3.8483,24.12,3
UTC,0.5,0.0191,22.98,19.01,3.97,20.98,1.9952,20.965,4
UTC,0.5,0.0539,19.23,11.88,7.35,16.9825,3.4292,18.41,4
UTC,0.5,0.0187,24.35,21.05,3.3,22.3025,1.4449,21.905,4
UTC,0.67,0.024,25.29,21.03,4.26,23.3167,2.1472,23.63,3
UTC,0.67,0.0339,21.38,17.51,3.87,19.36,1.9406,19.19,3
UTC,0.0,0.016,19.95,19.42,0.53,19.685,0.3748,19.685,2
UTC,0.75,0.0039,20.64,18.91,1.73,19.8525,0.8248,19.93,4
UTC,0.0,0.033,19.44,18.4,1.04,18.92,0.7354,18.92,2
UTC,0.5,0.0468,19.1,15.34,3.76,17.3875,1.553,17.555,4
UTC,0.33,0.0198,20.74,16.56,4.18,18.1333,2.2735,17.1,3
UTC,0.6,0.0114,22.14,18.95,3.19,21.17,1.2645,21.59,5
UTC,0.0,0.1095,19.39,15.96,3.43,17.675,2.4254,17.675,2
UTC,0.0,0.1143,19.63,15.96,3.67,17.795,2.5951,17.795,2
UTC,0.0,0.0233,19.63,16.32,3.31,18.27,1.7321,18.86,3
UTC,1.0,0.0054,21.27,19.19,2.08,19.9933,1.1179,19.52,3
UTC,0.0,0.1066,20.21,16.58,3.63,18.395,2.5668,18.395,2
UTC,0.5,0.01,21.89,16.03,5.86,19.5975,2.7812,20.235,4
UTC,0.25,0.0421,21.29,17.42,3.87,19.155,1.6738,18.955,4
UTC,0.8,0.0321,22.82,17.86,4.96,20.476,2.1341,20.91,5
UTC,1.0,0.7422,9.44,3.87,5.57,6.9567,2.8336,7.56,3
UTC,0.83,1.4457,12.8,2.46,10.34,6.9333,3.9498,6.285,6
UTC,0.67,1.0576,11.19,3.53,7.66,6.4133,3.2554,5.24,6
UTC,0.4,0.3009,11.73,4.47,7.26,8.356,3.5705,9.87,5
UTC,0.5,0.2872,9.58,5.37,4.21,8.105,1.8679,8.735,4
UTC,0.33,0.0992,8.99,7.2,1.79,8.09,0.895,8.08,3
UTC,0.8,1.0923,8.18,2.0,6.18,3.74,2.5152,2.89,5
UTC,0.5,1.0,11.56,3.8,7.76,7.125,3.8447,6.57,4
UTC,0.67,0.7871,10.13,3.46,6.67,7.27,3.435,8.22,3
UTC,0.67,1.1224,9.35,1.99,7.36,6.28,3.8287,7.5,3
UTC,0.0,0.0478,8.23,7.96,0.27,8.095,0.1909,8.095,2
UTC,0.4,0.734,11.82,3.24,8.58,7.8,4.1935,10.25,5
UTC,0.5,0.3291,9.11,3.36,5.75,7.0975,2.6115,7.96,4
UTC,1.0,0.0346,5.57,3.02,2.55,4.335,1.4164,4.375,4
UTC,0.6,0.5033,12.34,4.0,8.34,9.386,3.2261,10.5,5
UTC,0.67,1.0578,11.92,2.46,9.46,6.62,4.3087,6.22,6
UTC,0.67,0.0996,10.49,8.22,2.27,9.32,1.1366,9.25,3
UTC,0.8,1.1965,9.1,2.36,6.74,4.4,2.685,3.36,5
UTC,0.75,0.5136,10.01,3.54,6.47,7.8325,2.9129,8.89,4
UTC,0.25,0.0235,11.15,9.26,1.89,10.5,0.8541,10.795,4
UTC,0.8,1.2498,11.36,3.51,7.85,6.636,3.324,4.97,5
UTC,0.83,2.0259,10.21,2.52,7.69,4.8033,2.873,3.655,6
UTC,0.33,0.045,10.02,8.29,1.73,9.32,0.911,9.65,3
UTC,1.0,0.0663,7.49,7.18,0.31,7.335,0.2192,7.335,2
UTC,0.5,0.1634,9.58,8.33,1.25,8.955,0.8839,8.955,2
UTC,0.0,0.0001,9.82,9.82,0.0,9.82,,9.82,1
UTC,1.0,0.0956,9.82,7.87,1.95,8.7675,0.8013,8.69,4
UTC,0.8,0.4025,10.17,3.72,6.45,7.258,3.2151,9.01,5
UTC,0.6,0.6987,12.11,4.28,7.83,8.82,2.8606,8.96,5
UTC,0.8,0.5977,11.62,4.01,7.61,8.712,2.8594,9.14,5
UTC,0.5,0.2156,10.48,3.26,7.22,6.8275,4.0465,6.785,4
UTC,0.5,0.0654,11.83,8.9,2.93,9.8,1.3639,9.235,4
UTC,0.33,0.0629,11.21,8.4,2.81,10.1367,1.5179,10.8,3
UTC,0.8,0.0437,11.59,10.04,1.55,10.734,0.6574,10.95,5
UTC,0.33,0.0606,10.05,8.28,1.77,9.27,0.9035,9.48,3
UTC,0.5,0.2263,10.01,8.12,1.89,9.065,1.3364,9.065,2
UTC,1.0,0.0001,8.08,8.08,0.0,8.08,,8.08,1
UTC,0.75,0.2099,9.67,6.53,3.14,8.3025,1.3424,8.505,4
UTC,0.33,0.0665,12.02,9.47,2.55,10.94,1.319,11.33,3
UTC,0.0,0.0001,9.72,9.72,0.0,9.72,,9.72,1
UTC,0.67,0.1084,9.19,2.81,6.38,4.9867,3.641,2.96,3
UTC,0.75,0.5225,7.84,2.43,5.41,5.99,2.4514,6.845,4
UTC,0.75,1.0787,9.05,3.48,5.57,5.9775,2.5964,5.69,4
UTC,0.5,0.2645,11.51,8.59,2.92,10.05,2.0648,10.05,2
UTC,0.67,0.0724,9.35,7.46,1.89,8.2433,0.9856,7.92,3
UTC,0.5,0.6678,10.73,4.65,6.08,7.8275,2.6066,7.965,4
UTC,0.5,0.2294,9.97,8.07,1.9,9.02,1.3435,9.02,2
UTC,0.0,0.0517,10.33,9.87,0.46,10.1,0.3253,10.1,2
UTC,0.5,0.1564,10.51,9.07,1.44,9.79,1.0182,9.79,2
UTC,1.0,0.1148,9.29,7.02,2.27,7.9833,1.1733,7.64,3
UTC,0.67,0.0336,10.13,7.99,2.14,9.35,1.182,9.93,3
UTC,1.0,0.8008,11.35,4.02,7.33,6.985,2.9954,5.73,6
UTC,0.5,0.4563,12.3,4.79,7.51,9.2875,3.2748,10.03,4
UTC,1.0,0.0188,8.99,5.85,3.14,7.916,1.314,8.35,5
UTC,0.33,0.0114,9.75,9.05,0.7,9.4233,0.3523,9.47,3
UTC,0.5,0.1163,11.63,8.16,3.47,10.1925,1.5206,10.49,4
UTC,1.0,1.2282,9.7,3.25,6.45,5.934,2.7584,4.8,5
UTC,0.5,0.2087,11.16,4.67,6.49,9.235,3.0579,10.555,4
UTC,0.0,0.1426,11.82,10.16,1.66,10.99,1.1738,10.99,2
UTC,0.8,0.9518,11.42,2.96,8.46,5.054,3.6039,3.34,5
UTC,0.67,0.1813,9.56,6.84,2.72,8.3,1.371,8.5,3
UTC,1.0,1.4911,6.61,1.92,4.69,4.5467,2.3952,5.11,3
UTC,1.0,0.0022,5.42,5.26,0.16,5.3567,0.085,5.39,3
UTC,0.5,0.297,11.21,8.1,3.11,9.655,2.1991,9.655,2
UTC,0.8,0.5141,9.72,4.17,5.55,7.152,2.6713,8.63,5
UTC,0.5,0.3065,12.87,8.64,4.23,10.755,2.9911,10.755,2
UTC,0.5,0.5677,10.87,5.28,5.59,8.075,3.9527,8.075,2
UTC,1.0,0.3904,3.51,2.2,1.31,3.03,0.4729,3.15,6
UTC,1.0,0.5805,10.34,4.79,5.55,7.8167,2.809,8.32,3
UTC,0.33,0.6911,11.02,4.16,6.86,7.9967,3.5016,8.81,3
UTC,0.5,0.2054,8.16,7.02,1.14,7.59,0.8061,7.59,2
UTC,0.75,0.0066,9.55,7.91,1.64,8.7425,0.9158,8.755,4
UTC,0.0,0.0079,10.92,10.15,0.77,10.5967,0.3995,10.72,3
UTC,0.5,0.0268,8.47,8.31,0.16,8.39,0.1131,8.39,2
UTC,0.8,0.0687,9.0,4.09,4.91,6.696,2.1777,5.93,5
UTC,0.6,0.1277,11.79,9.08,2.71,10.12,1.045,10.05,5
UTC,1.0,0.2817,8.72,7.53,1.19,7.9267,0.687,7.53,3
UTC,0.75,1.2159,7.12,3.0,4.12,4.9375,1.7113,4.815,4
UTC,0.5,0.111,7.78,7.22,0.56,7.5,0.396,7.5,2
UTC,1.0,0.1619,5.93,4.41,1.52,5.32,0.8032,5.62,3
UTC,0.5,0.1845,10.04,8.49,1.55,9.265,1.096,9.265,2
UTC,1.0,0.0061,9.85,9.34,0.51,9.5933,0.255,9.59,3
UTC,0.5,0.3172,10.1,4.45,5.65,7.8425,2.5549,8.41,4
UTC,1.0,0.0398,3.61,3.17,0.44,3.426,0.1802,3.45,5
UTC,0.5,0.3384,10.27,5.09,5.18,8.425,2.2914,9.17,4
UTC,0.67,0.3454,8.85,4.66,4.19,7.1933,2.2283,8.07,3
UTC,0.5,0.118,7.13,6.63,0.5,6.88,0.3536,6.88,2
UTC,0.0,0.0,10.75,10.75,0.0,10.75,,10.75,1
UTC,0.5,0.0614,10.92,10.31,0.61,10.615,0.4313,10.615,2
UTC,0.0,0.0001,8.31,8.31,0.0,8.31,,8.31,1
UTC,0.0,0.0551,9.96,8.37,1.59,9.22,0.8007,9.33,3
UTC,0.0,0.0001,7.09,7.09,0.0,7.09,,7.09,1
UTC,0.0,0.0001,9.99,9.99,0.0,9.99,,9.99,1
UTC,0.5,0.2364,11.31,8.79,2.52,10.05,1.7819,10.05,2
UTC,0.67,0.0119,10.19,9.39,0.8,9.7433,0.4081,9.65,3
UTC,0.6,0.613,12.08,3.74,8.34,9.222,3.1866,10.12,5
UTC,0.0,0.0499,19.0,18.0,1.0,18.3333,0.5774,18.0,3
UTC,0.25,0.042,19.0,15.0,4.0,17.5,1.7321,18.0,4
UTC,0.0,0.0544,21.0,19.0,2.0,20.0,1.4142,20.0,2
UTC,0.5,0.0001,9.0,9.0,0.0,9.0,0.0,9.0,2
UTC,0.33,0.0444,23.0,18.0,5.0,20.6667,2.5166,21.0,3
UTC,0.5,0.1481,18.0,14.0,4.0,16.0,2.8284,16.0,2
UTC,0.0,0.1224,21.0,18.0,3.0,19.0,1.7321,18.0,3
