Treatment,target,botton_score,max,min,range,mean,std,median,non_zero_per_row
ACC,1.0,0.0934,15.5,11.7,3.8,13.325,1.5882,13.05,4
ACC,1.0,0.0654,17.7,14.2,3.5,15.525,1.646,15.1,4
ACC,1.0,0.3701,21.8,10.3,11.5,14.28,4.4885,12.6,5
ACC,1.0,0.0085,18.2,12.7,5.5,16.88,2.3647,18.1,5
ACC,1.0,0.178,19.3,12.8,6.5,15.5,2.6153,15.4,5
ACC,1.0,0.0751,18.4,13.8,4.6,16.2,1.7321,16.0,5
ACC,1.0,0.4165,14.7,7.3,7.4,10.975,3.0215,10.95,4
ACC,1.0,0.0413,13.5,10.0,3.5,12.15,1.5927,12.55,4
ACC,1.0,0.2268,16.0,10.8,5.2,12.62,2.1822,11.6,5
ACC,1.0,0.2031,17.2,10.6,6.6,13.75,2.2457,14.15,6
ACC,1.0,0.0201,16.7,13.5,3.2,15.54,1.2502,15.6,5
ACC,1.0,0.0763,18.9,13.0,5.9,16.82,2.2632,17.6,5
ACC,0.83,0.4146,16.2,8.7,7.5,11.65,2.7545,11.6,6
ACC,1.0,0.0461,14.0,7.7,6.3,12.06,2.5511,12.4,5
ACC,1.0,0.0136,17.0,14.5,2.5,15.54,1.2482,14.8,5
ACC,1.0,0.163,15.9,7.6,8.3,12.8,3.3867,14.1,5
ACC,1.0,0.142,17.7,11.8,5.9,15.04,2.1173,15.2,5
ACC,1.0,0.079,18.0,13.9,4.1,15.7,1.7795,15.45,4
ACC,0.4,0.0689,15.2,12.5,2.7,13.48,1.1122,13.2,5
ACC,1.0,0.0596,15.8,12.5,3.3,14.4,1.3784,14.65,4
ACC,1.0,0.0169,17.9,14.3,3.6,15.86,1.7925,15.0,5
ACC,1.0,0.2143,16.0,10.6,5.4,12.8333,1.8576,12.45,6
ACC,1.0,0.0903,18.0,13.5,4.5,15.54,1.7981,15.0,5
ACC,1.0,0.1621,18.3,11.6,6.7,15.14,2.5481,15.4,5
ACC,1.0,0.0826,17.0,13.3,3.7,14.7,1.7416,14.25,4
ACC,1.0,0.2108,17.2,11.6,5.6,13.58,2.39,12.5,5
ACC,1.0,0.06,18.6,13.9,4.7,16.82,1.7683,17.4,5
ACC,1.0,0.0387,15.5,12.1,3.4,14.3,1.5122,14.8,4
ACC,0.6,0.0486,15.3,10.7,4.6,13.76,1.9074,14.8,5
ACC,0.75,0.1559,15.8,11.2,4.6,13.05,2.1455,12.6,4
ACC,1.0,0.0495,12.0,9.1,2.9,10.9,1.2787,11.7,5
ACC,1.0,0.7573,15.4,1.8,13.6,10.325,5.9393,12.05,4
ACC,0.8,0.0838,15.3,11.4,3.9,13.4,1.6047,13.6,5
ACC,1.0,0.1182,17.4,12.4,5.0,14.5,2.1772,13.5,5
ACC,0.6,0.1478,15.6,10.7,4.9,12.84,2.1373,12.3,5
ACC,1.0,0.1076,12.8,9.8,3.0,11.2,1.3565,11.1,4
ACC,1.0,0.1377,14.5,10.1,4.4,11.525,2.0402,10.75,4
ACC,1.0,0.0803,15.8,12.2,3.6,14.05,1.4799,14.1,4
ACC,1.0,0.3653,13.7,7.1,6.6,10.65,2.8077,10.9,4
ACC,1.0,0.1243,18.0,13.1,4.9,15.02,2.0885,13.8,5
ACC,1.0,0.0027,16.4,15.0,1.4,15.5,0.781,15.1,3
ACC,1.0,0.0001,14.6,12.8,1.8,14.0,1.0392,14.6,3
ACC,1.0,0.0553,14.2,11.2,3.0,12.4667,1.2644,12.15,6
ACC,1.0,0.3609,15.4,7.8,7.6,11.94,2.7328,11.9,5
ACC,0.8,0.0816,14.7,11.3,3.4,13.06,1.2779,12.8,5
ACC,1.0,0.1487,14.2,8.8,5.4,12.0333,2.8537,13.1,3
ACC,1.0,0.2274,15.2,9.0,6.2,12.62,2.2432,13.0,5
ACC,1.0,0.0159,16.8,13.7,3.1,14.8333,1.7098,14.0,3
ACC,1.0,0.1847,17.2,10.7,6.5,14.16,2.6406,15.3,5
ACC,1.0,0.0484,16.8,13.6,3.2,15.2333,1.601,15.3,3
ACC,1.0,0.2453,14.9,9.5,5.4,11.775,2.55,11.35,4
ACC,1.0,0.1978,16.1,10.9,5.2,12.62,2.0861,11.9,5
ACC,1.0,0.0783,16.7,11.7,5.0,14.5,2.2568,14.8,4
ACC,1.0,0.2871,14.8,6.9,7.9,11.0,3.411,11.4,5
ACC,1.0,0.3549,14.4,8.2,6.2,10.85,2.8954,10.4,4
ACC,1.0,0.0833,12.9,9.0,3.9,11.0,1.7649,11.2,5
ACC,1.0,0.1382,14.5,9.5,5.0,11.275,2.2066,10.55,4
ACC,1.0,0.1447,14.4,8.4,6.0,11.28,2.6584,10.1,5
ACC,1.0,0.0622,14.1,11.4,2.7,12.68,1.1904,13.0,5
ACC,1.0,0.0404,11.3,9.2,2.1,10.4,0.9487,10.55,4
ACC,1.0,0.0002,14.8,10.8,4.0,13.02,1.955,13.6,5
ACC,1.0,0.0107,11.9,9.8,2.1,11.1667,1.1846,11.8,3
ACC,1.0,0.1482,15.1,8.6,6.5,12.0,3.0976,13.1,5
ACC,1.0,0.164,14.4,8.1,6.3,11.55,2.9625,11.85,4
ACC,1.0,0.0574,15.2,12.2,3.0,13.64,1.2381,13.6,5
ACC,0.5,0.0251,14.6,12.7,1.9,13.65,0.8583,13.65,4
ACC,0.8,0.1771,14.5,9.3,5.2,12.14,1.9819,12.3,5
ACC,1.0,0.1618,14.7,10.3,4.4,12.325,1.9085,12.15,4
ACC,0.75,0.1954,14.4,9.0,5.4,11.825,2.4005,11.95,4
ACC,1.0,0.0259,13.3,7.8,5.5,11.32,2.5859,13.0,5
ACC,1.0,0.168,14.4,9.5,4.9,12.0,1.9196,11.8,5
ACC,1.0,0.268,13.0,6.5,6.5,10.65,2.8641,11.55,4
ACC,1.0,0.0297,12.9,9.9,3.0,11.525,1.5019,11.65,4
ACC,0.8,0.1854,12.8,8.5,4.3,10.56,1.7981,10.4,5
ACC,1.0,0.0202,12.2,8.6,3.6,10.925,1.6761,11.45,4
ACC,1.0,0.0622,14.0,8.3,5.7,11.9,2.6268,12.65,4
ACC,1.0,0.2659,12.4,6.8,5.6,10.15,2.4228,10.7,4
ACC,1.0,0.0991,12.1,7.7,4.4,10.4667,2.409,11.6,3
ACC,1.0,0.0303,12.8,7.3,5.5,10.15,3.0094,10.25,4
ACC,1.0,0.0626,13.6,9.6,4.0,11.1,2.1794,10.1,3
ACC,1.0,0.0365,15.0,12.7,2.3,13.95,0.9469,14.05,4
ACC,1.0,0.0875,15.0,11.5,3.5,13.05,1.7253,12.85,4
ACC,1.0,0.1858,13.0,9.0,4.0,10.375,1.841,9.75,4
ACC,0.33,0.0049,21.2,19.5,1.7,20.5,0.8888,20.8,3
ACC,1.0,0.0948,22.8,14.0,8.8,18.64,3.659,18.6,5
ACC,1.0,0.0055,22.0,18.8,3.2,21.05,1.5089,21.7,4
ACC,0.4,0.0046,20.1,16.9,3.2,18.78,1.4516,19.3,5
ACC,1.0,0.1776,22.8,13.1,9.7,17.82,4.1179,18.5,5
ACC,0.5,0.0671,22.5,15.5,7.0,19.675,3.0423,20.35,4
ACC,1.0,0.0844,22.9,13.5,9.4,19.2,3.7954,20.4,5
ACC,1.0,0.0771,21.2,16.0,5.2,18.32,1.8966,18.1,5
ACC,1.0,0.0382,21.7,18.0,3.7,19.64,1.4117,19.2,5
ACC,0.4,0.0402,19.9,13.2,6.7,17.76,2.682,18.6,5
ACC,1.0,0.1486,20.3,10.4,9.9,17.16,3.8785,18.4,5
ACC,1.0,0.0515,20.7,13.2,7.5,17.5,3.5468,18.05,4
ACC,0.6,0.0432,20.8,17.1,3.7,18.74,1.4843,19.1,5
ACC,1.0,0.0527,21.2,14.0,7.2,18.075,3.3876,18.55,4
ACC,0.8,0.0253,20.8,15.6,5.2,19.24,2.084,19.9,5
ACC,0.8,0.0404,23.2,19.0,4.2,20.86,1.618,20.6,5
ACC,0.6,0.0662,21.3,13.1,8.2,18.76,3.2539,19.7,5
ACC,0.33,0.0231,21.0,16.9,4.1,19.4,2.1932,20.3,3
ACC,0.25,0.0634,23.8,18.3,5.5,20.575,2.6158,20.1,4
ACC,0.75,0.0485,19.2,15.5,3.7,17.275,1.6174,17.2,4
ACC,0.6,0.0675,21.5,3.0,18.5,17.24,7.9824,20.7,5
ACC,0.4,0.0001,21.0,17.2,3.8,19.16,1.7387,18.3,5
ACC,1.0,0.1855,15.2,9.3,5.9,12.85,2.5146,13.45,4
ACC,1.0,0.0806,20.4,10.9,9.5,16.84,3.7667,17.1,5
ACC,0.5,0.1866,21.0,12.6,8.4,16.475,3.9084,16.15,4
ACC,1.0,0.0309,21.2,12.4,8.8,17.82,3.6093,18.1,5
ACC,0.5,0.0096,21.4,18.2,3.2,20.075,1.4773,20.35,4
ACC,1.0,0.0037,20.1,19.0,1.1,19.55,0.4655,19.55,4
ACC,1.0,0.0313,19.8,9.6,10.2,15.54,5.1767,18.5,5
ACC,1.0,0.0409,22.1,17.2,4.9,19.3,2.5239,18.6,3
ACC,0.8,0.0034,21.4,18.3,3.1,20.28,1.4704,21.3,5
ACC,0.8,0.024,20.0,15.7,4.3,18.56,1.7009,19.2,5
ACC,1.0,0.0583,22.2,17.1,5.1,19.52,2.151,19.9,5
ACC,0.33,0.0647,19.8,14.9,4.9,17.5667,2.4786,18.0,3
ACC,1.0,0.0744,21.4,14.7,6.7,18.78,2.6205,19.9,5
ACC,1.0,0.0258,21.8,18.7,3.1,19.98,1.3217,19.5,5
ACC,1.0,0.0135,20.1,18.1,2.0,18.85,0.9,18.6,4
ACC,1.0,0.1546,20.9,13.0,7.9,17.32,2.8525,17.4,5
ACC,0.2,0.0257,21.8,18.3,3.5,20.28,1.2598,20.4,5
ACC,1.0,0.0039,21.9,19.8,2.1,20.4,1.0033,19.95,4
ACC,0.5,0.0181,21.7,18.9,2.8,20.4,1.1518,20.5,4
ACC,0.75,0.0281,20.8,15.6,5.2,18.675,2.3852,19.15,4
ACC,0.5,0.0052,19.9,17.9,2.0,18.975,0.9777,19.05,4
ACC,0.25,0.073,21.3,15.9,5.4,18.7,2.2316,18.8,4
ACC,1.0,0.0564,20.4,15.7,4.7,18.06,2.1291,19.0,5
ACC,0.83,0.042,22.2,17.8,4.4,19.9,1.5697,19.65,6
ACC,1.0,0.0637,23.8,17.1,6.7,20.98,2.4763,21.0,5
ACC,1.0,0.0628,18.0,9.5,8.5,14.82,3.4766,15.5,5
ACC,0.8,0.0117,20.1,16.3,3.8,18.22,1.8033,18.3,5
ACC,0.6,0.0719,18.9,13.1,5.8,15.76,2.6207,14.7,5
ACC,1.0,0.0416,22.4,17.0,5.4,19.7,2.2978,19.5,5
ACC,0.8,0.0001,20.1,16.9,3.2,18.76,1.3957,18.8,5
ACC,1.0,0.0579,22.7,17.7,5.0,19.525,2.2692,18.85,4
ACC,0.8,0.1114,23.1,15.3,7.8,19.58,2.8102,19.6,5
ACC,1.0,0.0213,21.5,18.4,3.1,19.88,1.3293,20.0,5
ACC,1.0,0.0069,19.4,16.4,3.0,18.3333,1.6773,19.2,3
ACC,1.0,0.0672,19.9,13.2,6.7,17.45,2.9738,18.35,4
ACC,1.0,0.1206,20.2,16.1,4.1,18.15,2.8991,18.15,2
ACC,0.2,0.1231,20.2,13.5,6.7,16.86,2.5909,16.5,5
ACC,1.0,0.0403,20.8,16.7,4.1,18.82,1.5611,18.5,5
ACC,1.0,0.0136,21.2,17.5,3.7,20.0,1.6912,20.65,4
ACC,1.0,0.1042,21.9,11.5,10.4,18.54,4.1217,20.1,5
ACC,1.0,0.0206,21.3,18.7,2.6,19.725,1.2285,19.45,4
ACC,0.4,0.0714,16.9,12.2,4.7,14.66,2.0732,15.2,5
ACC,1.0,0.0504,20.8,16.4,4.4,18.625,1.898,18.65,4
ACC,1.0,0.1028,24.4,19.3,5.1,21.85,3.6062,21.85,2
ACC,1.0,0.0716,24.6,13.1,11.5,19.36,5.3538,21.0,5
ACC,1.0,0.0055,20.8,19.2,1.6,20.1,0.8185,20.3,3
ACC,1.0,0.069,18.5,11.7,6.8,16.05,3.0556,17.0,4
ACC,1.0,0.053,20.0,15.5,4.5,17.3,1.9096,16.85,4
ACC,1.0,0.0001,16.2,13.8,2.4,15.24,1.0139,15.2,5
ACC,1.0,0.0472,20.0,15.6,4.4,17.5333,2.248,17.0,3
ACC,1.0,0.0134,18.1,16.2,1.9,17.2,0.9539,17.3,3
ACC,1.0,0.021,17.4,12.5,4.9,15.025,2.6361,15.1,4
ACC,1.0,0.0196,20.2,11.7,8.5,17.875,4.1242,19.8,4
ACC,1.0,0.0422,21.0,14.6,6.4,18.5,2.512,18.4,5
ACC,1.0,0.0114,23.5,18.2,5.3,21.9,2.4886,22.95,4
ACC,1.0,0.036,20.5,13.8,6.7,18.44,2.7318,19.7,5
ACC,1.0,0.0959,20.0,14.2,5.8,17.1,2.5626,17.1,4
ACC,0.6,0.0145,19.5,13.7,5.8,18.0,2.429,18.9,5
ACC,0.4,0.036,22.5,15.0,7.5,20.22,3.0622,21.7,5
ACC,1.0,0.0406,21.1,17.2,3.9,19.125,1.6439,19.1,4
ACC,0.75,0.0082,21.0,18.1,2.9,20.1,1.3441,20.65,4
ACC,0.0,0.0057,20.0,17.5,2.5,19.2,1.1518,19.65,4
ACC,1.0,0.1361,22.5,14.2,8.3,18.3333,4.1501,18.3,3
ACC,1.0,0.0297,17.1,14.5,2.6,15.8667,1.3051,16.0,3
ACC,1.0,0.1386,20.6,15.7,4.9,18.15,3.4648,18.15,2
ACC,1.0,0.0117,17.2,13.7,3.5,14.9333,1.9655,13.9,3
ACC,1.0,0.0028,18.6,16.5,2.1,17.8667,1.1846,18.5,3
ACC,1.0,0.0315,15.8,12.9,2.9,14.6333,1.5308,15.2,3
ACC,1.0,0.3191,20.2,10.0,10.2,14.96,4.2864,16.5,5
ACC,1.0,0.0823,22.6,10.1,12.5,18.72,5.1095,21.0,5
ACC,1.0,0.0206,22.8,13.2,9.6,18.55,3.7904,18.55,6
ACC,1.0,0.1,20.4,14.4,6.0,17.58,2.1603,17.9,5
ACC,1.0,0.1599,22.4,13.6,8.8,16.475,4.0918,14.95,4
ACC,1.0,0.0182,20.4,17.0,3.4,18.975,1.5196,19.25,4
ACC,1.0,0.0354,21.1,13.9,7.2,17.96,2.9796,17.1,5
ACC,0.67,0.4009,20.9,2.6,18.3,14.2833,6.7232,16.6,6
ACC,1.0,0.0568,20.4,12.2,8.2,17.6,3.2565,18.3,5
ACC,1.0,0.0779,20.4,15.2,5.2,17.7,2.308,17.6,4
ACC,0.4,0.0558,23.7,17.2,6.5,21.2,2.4749,22.2,5
ACC,1.0,0.0113,20.7,10.8,9.9,17.88,4.0862,18.9,5
ACC,1.0,0.2447,23.9,12.0,11.9,18.2,4.3846,18.1,5
ACC,0.25,0.0085,22.0,20.0,2.0,20.825,0.8421,20.65,4
ACC,1.0,0.0914,21.2,13.9,7.3,17.84,2.8623,17.2,5
ACC,0.75,0.0365,20.7,14.5,6.2,18.825,2.8999,20.05,4
ACC,0.67,0.0594,20.8,15.9,4.9,18.4333,2.4542,18.6,3
ACC,1.0,0.0413,21.6,11.1,10.5,16.2,5.1561,15.8,5
ACC,1.0,0.0761,20.2,10.7,9.5,15.04,4.5992,13.4,5
ACC,1.0,0.0368,19.9,15.2,4.7,18.18,1.8089,18.6,5
ACC,1.0,0.0063,21.6,18.7,2.9,20.4,1.1811,20.4,5
ACC,1.0,0.0921,18.7,13.1,5.6,16.125,2.4554,16.35,4
ACC,1.0,0.0617,19.0,12.0,7.0,16.0,3.3025,16.5,4
ACC,1.0,0.0051,21.5,17.1,4.4,19.76,2.0268,20.7,5
ACC,1.0,0.0031,20.6,17.5,3.1,18.5667,1.7616,17.6,3
ACC,1.0,0.0552,23.5,16.7,6.8,20.24,2.7673,19.7,5
ACC,1.0,0.0221,22.8,19.6,3.2,20.75,1.4434,20.3,4
ACC,0.75,0.0162,22.3,18.6,3.7,21.05,1.6623,21.65,4
ACC,1.0,0.0372,22.4,18.0,4.4,19.75,1.8717,19.3,4
ACC,1.0,0.021,23.2,20.1,3.1,21.45,1.4248,21.25,4
Brevis,0.8,0.2223,12.51,7.68,4.83,10.34,1.9147,10.8,5
Brevis,1.0,0.281,12.51,5.97,6.54,10.258,2.5676,11.37,5
Brevis,0.8,0.7489,11.17,4.8,6.37,7.464,2.7796,6.51,5
Brevis,1.0,0.3922,11.1,5.99,5.11,8.458,2.0957,7.99,5
Brevis,1.0,0.0736,13.0,9.57,3.43,11.774,1.3504,12.4,5
Brevis,0.6,0.1014,12.09,9.15,2.94,10.782,1.1134,11.03,5
Brevis,1.0,0.4005,12.51,6.05,6.46,9.532,2.7074,10.51,5
Brevis,0.6,0.2284,11.07,7.15,3.92,9.462,1.4397,9.83,5
Brevis,0.6,0.5198,13.79,5.68,8.11,10.338,2.9532,10.45,5
Brevis,1.0,0.1665,12.0,8.29,3.71,10.334,1.4639,10.9,5
Brevis,0.4,0.074,11.04,8.17,2.87,9.676,1.1904,9.3,5
Brevis,1.0,0.0832,10.66,7.61,3.05,9.4925,1.3623,9.85,4
Brevis,1.0,0.3813,12.12,4.47,7.65,9.386,2.9664,10.04,5
Brevis,0.8,0.0224,12.11,10.23,1.88,11.1,0.8722,10.81,5
Brevis,1.0,0.1544,10.68,4.09,6.59,8.644,2.6801,9.53,5
Brevis,0.8,0.0584,12.06,9.82,2.24,11.032,0.8455,11.01,5
Brevis,1.0,0.0016,10.48,8.93,1.55,9.888,0.7012,10.19,5
Brevis,0.75,0.0519,10.88,8.91,1.97,9.5225,0.9182,9.15,4
Brevis,0.6,0.1454,12.49,9.03,3.46,10.336,1.6666,9.21,5
Brevis,1.0,0.1337,13.35,9.74,3.61,11.602,1.3083,11.74,5
Brevis,1.0,0.713,8.37,4.15,4.22,6.354,1.5484,6.18,5
Brevis,0.8,0.0052,10.59,7.67,2.92,9.68,1.2112,10.09,5
Brevis,0.8,0.7381,9.41,3.14,6.27,7.216,2.3835,7.81,5
Brevis,1.0,0.1243,14.12,10.36,3.76,11.796,1.4089,11.62,5
Brevis,1.0,0.6084,8.83,5.04,3.79,6.592,1.4243,6.28,5
Brevis,0.8,0.2332,10.2,5.44,4.76,8.6,1.8522,8.93,5
Brevis,0.8,0.2009,12.26,5.58,6.68,9.306,3.0835,10.45,5
Brevis,1.0,0.2201,10.27,3.53,6.74,8.22,3.1585,9.54,4
Brevis,0.8,0.0994,12.46,9.7,2.76,11.08,1.0267,11.31,5
Brevis,0.8,0.2539,10.45,6.84,3.61,8.818,1.3299,9.04,5
Brevis,0.75,0.211,10.74,7.37,3.37,8.6725,1.4533,8.29,4
Brevis,1.0,0.6541,11.71,4.61,7.1,7.8775,3.5532,7.595,4
Brevis,1.0,0.7491,12.26,4.45,7.81,8.404,3.378,9.8,5
Brevis,1.0,0.1258,10.06,7.84,2.22,8.895,0.9312,8.84,4
Brevis,0.75,0.3109,10.79,6.76,4.03,8.67,1.6499,8.565,4
Brevis,1.0,0.0989,10.96,6.8,4.16,9.37,1.838,10.37,5
Brevis,0.4,0.4408,10.45,4.15,6.3,7.896,2.5209,8.55,5
Brevis,0.8,0.1441,11.34,5.88,5.46,9.542,2.2017,10.36,5
Brevis,1.0,0.2992,10.79,5.83,4.96,8.708,1.894,8.48,5
Brevis,0.8,0.0839,10.6,5.29,5.31,8.988,2.1541,9.47,5
Brevis,1.0,0.2129,10.77,6.95,3.82,9.306,1.4167,9.58,5
Brevis,0.75,0.0126,11.05,8.27,2.78,10.095,1.2967,10.53,4
Brevis,0.6,0.1818,11.57,4.33,7.24,9.672,3.0108,10.77,5
Brevis,1.0,0.1504,12.5,7.09,5.41,9.932,2.5814,10.74,5
Brevis,0.8,0.396,12.67,4.45,8.22,9.69,3.2956,11.18,5
Brevis,1.0,0.3258,12.94,5.68,7.26,10.482,2.8015,11.27,5
Brevis,0.5,0.4186,12.37,6.55,5.82,9.3025,2.6963,9.145,4
Brevis,0.33,0.0018,11.57,10.5,1.07,10.8667,0.6093,10.53,3
Brevis,0.8,0.4025,10.21,5.85,4.36,8.06,1.6688,7.8,5
Brevis,1.0,0.4446,12.84,6.36,6.48,9.916,2.3178,10.27,5
Brevis,0.5,0.1399,10.86,8.22,2.64,9.455,1.1655,9.37,4
Brevis,0.6,0.0546,11.92,10.16,1.76,10.852,0.757,10.52,5
Brevis,1.0,0.1273,9.09,6.99,2.1,7.9225,1.079,7.805,4
Brevis,1.0,0.3184,11.99,7.21,4.78,9.274,2.0662,8.54,5
Brevis,1.0,0.0462,9.67,7.21,2.46,8.89,0.9915,9.26,5
Brevis,1.0,0.2732,11.92,7.21,4.71,9.606,1.9021,9.75,5
Brevis,0.75,0.1494,11.72,7.37,4.35,9.7925,2.0105,10.04,4
Brevis,0.8,0.101,11.9,8.64,3.26,9.554,1.328,9.06,5
Brevis,0.8,0.0414,11.71,9.95,1.76,10.954,0.6335,11.05,5
Brevis,0.8,0.0688,9.46,6.53,2.93,8.604,1.2011,9.18,5
Brevis,0.6,0.184,11.39,6.33,5.06,9.71,1.9756,10.13,5
Brevis,1.0,0.0746,9.68,7.55,2.13,8.25,0.967,7.885,4
Brevis,0.6,0.0208,11.78,10.03,1.75,10.79,0.8556,10.47,5
Brevis,1.0,0.1651,10.15,5.34,4.81,6.6925,2.31,5.64,4
Brevis,1.0,0.008,10.15,9.15,1.0,9.6925,0.4939,9.735,4
Brevis,1.0,0.4605,9.14,5.62,3.52,7.06,1.6975,6.74,4
Brevis,1.0,0.057,9.42,5.52,3.9,7.665,1.9968,7.86,4
Brevis,1.0,0.1606,9.98,5.25,4.73,8.732,1.9611,9.53,5
Brevis,0.75,0.3964,12.74,6.77,5.97,9.7,2.6773,9.645,4
Brevis,0.8,0.6351,10.4,4.27,6.13,7.146,2.6297,6.51,5
Brevis,1.0,0.0824,10.85,5.38,5.47,8.926,2.2185,9.29,5
Brevis,1.0,0.6983,11.0,4.63,6.37,7.246,2.8877,5.58,5
Brevis,1.0,0.1228,12.54,9.37,3.17,10.812,1.1308,10.7,5
Brevis,1.0,0.1063,10.64,7.22,3.42,9.3375,1.5257,9.745,4
Brevis,1.0,0.0839,13.93,10.58,3.35,11.788,1.2598,11.44,5
Brevis,0.6,0.1873,11.7,8.38,3.32,9.874,1.2237,9.87,5
Brevis,0.8,0.1754,10.7,7.77,2.93,8.87,1.1091,8.76,5
Brevis,1.0,0.1257,12.99,9.89,3.1,11.186,1.3419,11.13,5
Brevis,1.0,0.0182,10.55,9.18,1.37,10.07,0.6123,10.275,4
Brevis,0.6,0.1282,11.77,9.19,2.58,10.162,1.017,9.92,5
Brevis,0.8,0.1262,11.28,7.89,3.39,9.69,1.5435,10.32,5
Brevis,0.6,0.1657,12.46,9.17,3.29,10.558,1.2754,10.49,5
Brevis,0.2,0.1031,10.87,8.55,2.32,9.69,0.9157,9.8,5
Brevis,1.0,0.188,13.62,9.58,4.04,11.276,1.6002,11.51,5
Brevis,0.75,0.0433,14.73,8.79,5.94,12.3075,2.8472,12.855,4
Brevis,0.4,0.3,10.02,6.27,3.75,8.262,1.4964,8.71,5
Brevis,0.8,0.132,10.01,4.73,5.28,7.666,2.3323,7.87,5
Brevis,1.0,0.3802,12.15,6.2,5.95,9.675,2.523,10.175,4
Brevis,0.8,0.3537,11.1,5.47,5.63,9.038,2.1415,9.63,5
Brevis,1.0,0.3028,10.93,5.19,5.74,8.56,2.5838,9.06,4
Brevis,0.8,0.2339,9.83,6.45,3.38,8.468,1.2457,8.75,5
Brevis,0.4,0.2981,11.55,7.25,4.3,9.424,1.5557,9.58,5
Brevis,1.0,0.089,12.92,10.32,2.6,11.032,1.0942,10.48,5
Brevis,0.8,0.2134,13.37,9.02,4.35,10.774,1.9119,9.85,5
Brevis,1.0,0.1223,12.49,9.39,3.1,10.47,1.1956,10.23,5
Brevis,0.4,0.0623,13.12,10.06,3.06,11.754,1.2932,12.16,5
Brevis,0.6,0.0653,13.59,8.61,4.98,11.468,2.1489,11.88,5
Brevis,0.5,0.122,14.11,10.39,3.72,12.27,1.5314,12.29,4
Brevis,0.4,0.3149,14.09,6.4,7.69,11.254,2.9528,12.24,5
Brevis,0.8,0.1032,9.95,7.46,2.49,8.94,0.9366,8.95,5
Brevis,0.6,0.1063,24.14,10.91,13.23,17.158,6.0977,14.26,5
Brevis,1.0,0.0427,18.1,13.6,4.5,16.078,2.0769,17.02,5
Brevis,0.67,0.0207,24.41,19.99,4.42,21.7867,2.3231,20.96,3
Brevis,0.8,0.1528,23.14,7.91,15.23,16.526,6.8339,18.8,5
Brevis,0.75,0.2705,25.73,13.09,12.64,18.05,5.7586,16.69,4
Brevis,0.5,0.2361,25.16,12.63,12.53,18.715,5.566,18.535,4
Brevis,0.33,0.0611,24.4,18.05,6.35,21.3833,3.1868,21.7,3
Brevis,0.5,0.1067,24.38,12.31,12.07,19.0925,5.659,19.84,4
Brevis,0.5,0.1131,22.65,12.79,9.86,18.165,4.595,18.61,4
Brevis,0.67,0.0369,24.46,18.29,6.17,20.75,3.2694,19.5,3
Brevis,0.8,0.4306,24.23,8.56,15.67,15.702,5.6001,14.96,5
Brevis,0.75,0.2532,22.08,12.0,10.08,16.5775,4.3982,16.115,4
Brevis,0.5,0.0645,23.13,14.17,8.96,18.4775,4.9105,18.305,4
Brevis,0.4,0.0825,24.37,10.96,13.41,19.544,5.5856,21.91,5
Brevis,1.0,0.1362,15.14,7.6,7.54,12.245,3.4274,13.12,4
Brevis,0.8,0.0974,24.17,10.43,13.74,17.618,6.3182,18.19,5
Brevis,0.75,0.0665,20.79,12.97,7.82,17.1325,3.8745,17.385,4
Brevis,0.6,0.0033,26.74,8.75,17.99,19.868,7.4617,19.49,5
Brevis,0.25,0.0427,23.63,10.45,13.18,20.0725,6.42,23.105,4
Brevis,0.67,0.0054,24.56,15.61,8.95,18.6267,5.1387,15.71,3
Brevis,0.6,0.0897,23.18,9.56,13.62,18.842,5.5029,20.78,5
Brevis,0.25,0.0093,23.73,17.99,5.74,22.0525,2.7259,23.245,4
Brevis,0.25,0.0225,24.36,19.9,4.46,21.3025,2.0652,20.475,4
Brevis,0.5,0.0546,21.95,11.3,10.65,18.86,5.0607,21.095,4
Brevis,0.5,0.2761,24.87,10.64,14.23,17.755,10.0621,17.755,2
Brevis,0.4,0.1137,21.44,11.74,9.7,17.654,3.7453,17.49,5
Brevis,0.75,0.4906,26.91,7.76,19.15,16.73,7.997,16.125,4
Brevis,1.0,0.0344,19.89,13.54,6.35,17.7175,2.8993,18.72,4
Brevis,0.67,0.3373,25.06,9.63,15.43,17.1,7.7267,16.61,3
Brevis,0.75,0.3743,23.02,6.68,16.34,16.2625,7.043,17.675,4
Brevis,0.5,0.1136,24.77,18.96,5.81,21.865,4.1083,21.865,2
Brevis,0.5,0.2526,22.79,8.81,13.98,15.9625,6.7618,16.125,4
Brevis,0.25,0.0445,23.51,14.71,8.8,20.1075,4.0299,21.105,4
Brevis,0.0,0.0,24.66,24.66,0.0,24.66,,24.66,1
Brevis,0.67,0.1252,25.39,13.22,12.17,18.0467,6.4635,15.53,3
Brevis,1.0,0.3252,19.72,9.9,9.82,14.616,3.7122,14.04,5
Brevis,1.0,0.016,18.77,16.6,2.17,17.69,1.085,17.7,3
Brevis,0.75,0.1381,21.68,13.26,8.42,15.955,3.9003,14.44,4
Brevis,0.5,0.0009,21.3,19.51,1.79,20.8225,0.8755,21.24,4
Brevis,1.0,0.1292,22.48,13.13,9.35,17.93,4.3422,19.58,5
Brevis,0.8,0.0841,22.65,13.79,8.86,19.254,3.4984,20.33,5
Brevis,0.75,0.2397,22.48,10.38,12.1,16.0675,6.12,15.705,4
Brevis,1.0,0.0813,17.65,12.35,5.3,15.5575,2.2948,16.115,4
